id	sentiment_score	upvotes
jsid-post-aLng0AP	0.8625	185
jsid-post-a1mQRNv	-0.3818	437
jsid-post-a87351Z	0.5267	273
jsid-post-a1mQRXw	0.7269	3400
jsid-post-a5QMR7E	0.2732	386
jsid-post-aoye5me	0.9231	137
jsid-post-awyAAGx	-0.7184	1500
jsid-post-adBLLxB	0.8225	4800
jsid-post-a0eQQoO	-0.4588	195
jsid-post-aD2111G	-0.3182	453
jsid-post-aVvYYO8	0.9865	3200
jsid-post-aryGGeB	0.7579	60
jsid-post-aO8YrwM	-0.7906	128
jsid-post-aXPYxeV	0.669	117
jsid-post-aMVZjvW	0.836	129
jsid-post-agmnXgr	0.9231	631
jsid-post-aGyZjdX	0.975	26
jsid-post-apRmQWb	0.7269	1700
jsid-post-a7o3D4q	0.9753	246
jsid-post-aZZLg6W	0.0	175
jsid-post-a5QMnjL	0.9712	794
jsid-post-a6ZOVpe	-0.5994	65
jsid-post-aQzROnr	-0.3182	0
jsid-post-ae9reOq	-0.5267	93
jsid-post-aGyZeyK	0.9517	216
jsid-post-azx9q1Z	0.9517	166
jsid-post-ae9repB	0.9735	1300
jsid-post-aLng8RA	0.5106	145
jsid-post-awyAn6y	0.0	121
jsid-post-amoBYR9	-0.8807	2000
jsid-post-aMVZ8P6	0.9517	6000
jsid-post-avy8GRM	0.7184	283
jsid-post-adBL7qd	-0.1098	456
jsid-post-aO8YzxD	0.802	145
jsid-post-aGyZ19X	0.8271	1300
jsid-post-aKGxVzQ	0.0	1700
jsid-post-awyAn7r	0.6808	78
jsid-post-aNDYdE6	0.7184	2300
jsid-post-aE02REM	0.946	5600
jsid-post-ae9rYRv	0.8442	4100
jsid-post-ajP8qv0	0.5859	236
jsid-post-a1mQdGR	0.9571	19
jsid-post-avy8r6n	0.9833	390
jsid-post-aD21jD7	0.8519	492
jsid-post-aGyZ0E7	0.7506	100
jsid-post-aGyZ0pw	0.6597	199
jsid-post-aE02RYe	-0.7964	1800
jsid-post-agmnqnK	0.9337	114
jsid-post-aAy3Pn2	0.9231	552
jsid-post-aGyZ0Z5	0.0	24
jsid-post-a8734Rd	-0.9756	3600
jsid-post-aXPYwy2	0.5574	370
jsid-post-aZZLpR6	0.7579	4700
jsid-post-adBLXWN	0.4019	311
jsid-post-a34Qjee	0.9423	43
jsid-post-aRB1evG	-0.8807	525
jsid-post-aAy3PGR	0.836	235
jsid-post-a5QMrVE	0.4588	77
jsid-post-a9yKYYj	0.8689	1900
jsid-post-aZZLppn	0.8555	122
jsid-post-aRB1A5G	0.8271	5100
jsid-post-a4PQYOm	0.0	2000
jsid-post-aoye9Qw	-0.4588	2300
jsid-post-aO8YVw2	0.9738	344
jsid-post-aryGKQp	0.8885	274
jsid-post-a6ZO70L	0.9854	286
jsid-post-a34QBbe	0.9776	2100
jsid-post-aRB1AOq	0.9153	485
jsid-post-a5QM7wV	-0.802	520
jsid-post-a873MGe	-0.5994	392
jsid-post-a34QB78	0.9274	324
jsid-post-aRB1Aj5	0.9903	114
jsid-post-an79NNV	0.7579	86
jsid-post-aBy0Y3P	0.969	141
jsid-post-aBy0rpN	0.0	184
jsid-post-aBy0re1	-0.9928	1900
jsid-post-abAYbjr	0.9413	45
jsid-post-aBy0ro2	0.4588	1000
jsid-post-abAYbRv	0.9758	581
jsid-post-a1mQY22	0.2263	2100
jsid-post-aMVZQqx	-0.6486	120
jsid-post-an79BzE	0.9524	4900
jsid-post-aqyK2yj	0.9313	148
jsid-post-aqyK2gM	0.9906	1300
jsid-post-aAy3pyo	0.0	31
jsid-post-a0eQM9q	0.9828	15
jsid-post-a873KYp	-0.25	14
jsid-post-aBy0X4Q	-0.3612	10
jsid-post-aQzROpz	0.4767	29
jsid-post-aD21OAK	0.9652	24
jsid-post-aryGB3y	0.9451	40
jsid-post-aKGxOPg	0.9522	22
jsid-post-aNDY4N6	0.9643	40
jsid-post-an79r5n	0.9839	17
jsid-post-a1mQEWP	0.2732	13
jsid-post-aLngdDv	0.8625	20
jsid-post-a7o3p32	0.967	16
jsid-post-a9yKOED	0.9201	15
jsid-post-aNDYOWv	0.4939	18
jsid-post-ajP8W6R	0.9674	21
jsid-post-aGyZBEZ	0.9601	63
jsid-post-a873KqO	-0.0276	25
jsid-post-aVvYV0K	0.926	12
jsid-post-azx9YPx	-0.8807	60
jsid-post-a7o3pOA	0.9531	80
jsid-post-adBLoO9	0.0	17
jsid-post-abAYQME	0.9702	14
jsid-post-an79rKz	0.0	14
jsid-post-aBy0XXz	0.802	13
jsid-post-aoyeLRe	-0.3818	39
jsid-post-ajP8BpQ	0.8126	72
jsid-post-abAYWvp	0.946	15
jsid-post-a9yKPWD	-0.4588	716
jsid-post-aoye0v3	0.0	361
jsid-post-a6ZOyeA	0.8481	77
jsid-post-aW4YWG3	0.0	1000
jsid-post-a1mQeVY	0.0	91
jsid-post-aAy3rxZ	0.9153	134
jsid-post-aMVZrZA	0.5574	39
jsid-post-a873bP3	0.9747	1300
jsid-post-an79X6L	0.9666	218
jsid-post-aYQYpXV	0.7506	130
jsid-post-an79XWo	0.9834	218
jsid-post-a1mQZNP	-0.9723	3600
jsid-post-azx9LPZ	0.6705	330
jsid-post-a34Qd4r	0.3182	43
jsid-post-abAYqpB	-0.6249	1300
jsid-post-aE02GGe	0.4939	639
jsid-post-aLngKqz	0.9584	390
jsid-post-agmnyzr	0.0609	53
jsid-post-azx9boz	0.3612	164
jsid-post-aE02wg9	-0.5574	792
jsid-post-a7o35ZL	0.9201	1100
jsid-post-adBLNYN	0.7845	64
jsid-post-aO8YqoD	0.9509	153
jsid-post-aYQYN9N	0.9837	262
jsid-post-a4PQK0Q	0.9042	127
jsid-post-aoyeEo0	0.3818	157
jsid-post-aO8YKNM	0.9509	225
jsid-post-aVvYzZv	0.8885	1700
jsid-post-aAy3RME	0.9477	40
jsid-post-aYQYNrN	0.93	998
jsid-post-aO8YKB2	0.891	682
jsid-post-adBL0PQ	-0.3612	51
jsid-post-aW4YQ04	0.6486	45
jsid-post-aAy3B70	0.0	923
jsid-post-ae9rjKB	0.9864	22
jsid-post-adBLydd	-0.7579	137
jsid-post-aPAY6mK	-0.1779	1900
jsid-post-aAy3BGd	-0.8885	1400
jsid-post-aXPYZYv	0.9531	1100
jsid-post-a5QMp7O	0.9524	4100
jsid-post-aW41VVd	0.9186	4900
jsid-post-aRB3xbB	0.9403	8000
jsid-post-avyObw5	0.936	1500
jsid-post-a7oMjBe	0.836	5400
jsid-post-a9yp3Zj	0.5496	121
jsid-post-a9yp3OW	0.9081	255
jsid-post-aD2xBMd	0.8689	28
jsid-post-aLnjqnW	0.8934	167
jsid-post-apR2e9D	0.7717	68
jsid-post-aRB3xPQ	0.9136	1300
jsid-post-aVv3GWw	0.4404	88
jsid-post-aYQg8Zw	0.8316	6100
jsid-post-aByxqvx	0.9391	5200
jsid-post-aYQg88O	0.836	17
jsid-post-adBKZq2	0.8807	5100
jsid-post-aLnjYgW	0.0	87
jsid-post-aE0xr1o	0.8442	2400
jsid-post-a9yp9Q6	0.0	3400
jsid-post-aPAjNvG	-0.4939	492
jsid-post-ayNXOKM	0.9839	126
jsid-post-abAM9Rb	0.9322	1900
jsid-post-azxX0Qb	-0.5574	416
jsid-post-aByx7Oz	0.3818	58
jsid-post-aByx7Xz	0.8126	28
jsid-post-aMVj3nP	0.6486	67
jsid-post-ae9MvQq	0.9517	747
jsid-post-aPAjKPG	0.9118	40
jsid-post-a6ZoAK8	0.0	4000
jsid-post-aGyjWEZ	-0.9509	613
jsid-post-a0eK26q	0.936	11
jsid-post-aPAjKZQ	0.9819	361
jsid-post-avyO35E	0.9001	355
jsid-post-ayNXO9b	0.9781	185
jsid-post-a5Qo8VV	0.7906	31
jsid-post-arygjGV	0.9423	911
jsid-post-aGyjWZ6	0.9842	1200
jsid-post-a4P7DEA	0.7506	119
jsid-post-aKGjrxN	-0.1027	406
jsid-post-a5Qo8Mq	0.9538	317
jsid-post-a34KVM3	0.9719	3200
jsid-post-aMVj38M	0.0	1100
jsid-post-aMVj34W	0.5267	116
jsid-post-a0eK2bd	0.3818	3000
jsid-post-aXPx5xP	0.3182	478
jsid-post-aYQg2xx	0.2023	1000
jsid-post-aNDYOqA	0.9062	0
jsid-post-adBLo2M	0.7003	87
jsid-post-aVvYV2y	0.9042	62
jsid-post-ae9r7mj	0.8176	66
jsid-post-aryG2qy	0.981	26
jsid-post-adBLodV	-0.9829	0
jsid-post-ayNBY18	0.9493	24
jsid-post-abAYQ6b	0.0	18
jsid-post-abAYQ5B	0.9382	12
jsid-post-a9yKOjj	0.975	17
jsid-post-aVvY2pO	0.9493	16
jsid-post-aPAYXxG	0.9153	16
jsid-post-aW4Yb43	0.9169	13
jsid-post-avy8Exq	0.9638	111
jsid-post-aLngdb5	-0.5994	28
jsid-post-amoBpO4	0.1779	0
jsid-post-awyAYeR	0.9682	11
jsid-post-agmnEp1	0.8481	93
jsid-post-ae9r7Ep	0.4215	20
jsid-post-abAYQ8E	0.9468	12
jsid-post-aRB1Oo2	0.7184	12
jsid-post-aBy0LxZ	0.9545	25
jsid-post-a2vZL31	-0.9584	10
jsid-post-amoBp4o	-0.8481	28
jsid-post-aZZLz6X	0.7579	18
jsid-post-aQzRO0q	0.7717	21
jsid-post-aE02OQK	0.7717	13
jsid-post-aW4YDVn	0.7964	21
jsid-post-aNDYOyb	-0.4767	37
jsid-post-ajP8W2x	0.9813	18
jsid-post-abAYQPp	0.7506	17
jsid-post-aE02ORG	0.0	12
jsid-post-awyAOjR	-0.5267	13
jsid-post-ayNBYOM	-0.743	12
jsid-post-an79r0L	0.2732	14
jsid-post-apRmVL9	-0.6908	0
jsid-post-aryG8Ky	0.9022	19
jsid-post-aXPYRwV	0.8625	40
jsid-post-aO8YpvD	0.9803	25
jsid-post-aZZLRpp	0.9501	22
jsid-post-ajP8RAg	0.936	12
jsid-post-aryG2Yp	-0.2831	11
jsid-post-a0eQ63B	-0.6597	76
jsid-post-ajP8AL0	-0.7506	45
jsid-post-aryG8Ny	0.8689	35
jsid-post-aAy3vV0	-0.8074	14
jsid-post-apRmYV8	0.0	10
jsid-post-apRmVGp	0.9766	19
jsid-post-aVvYRwd	0.4767	0
jsid-post-aNDYj1A	0.9881	18
jsid-post-a873V3Q	-0.6249	12
jsid-post-awyAeXQ	0.1027	10
jsid-post-a5QM5ry	0.743	16
jsid-post-ajP8RqR	0.3818	19
jsid-post-a6ZOG12	0.6597	35
jsid-post-avy89Qn	0.9081	19
jsid-post-aLngdyM	0.8074	14
jsid-post-a5QM25E	0.8689	57
jsid-post-aAy3v3L	-0.9612	19
jsid-post-ae9r43j	0.93	15
jsid-post-a1mQYbw	0.8555	149
jsid-post-aE021mx	0.9723	70
jsid-post-a7o3ynb	0.9423	1500
jsid-post-ajP80BG	0.9303	707
jsid-post-a34Q308	0.975	46
jsid-post-a34Q37m	-0.9792	1200
jsid-post-ajP8008	-0.8957	1100
jsid-post-avy8ZMM	0.7184	4800
jsid-post-aBy0QMx	-0.5106	710
jsid-post-a0eQPzn	0.8442	101
jsid-post-apRmobb	0.9485	625
jsid-post-apRmoND	0.7096	3100
jsid-post-a0eQPeB	0.975	147
jsid-post-aGyZVx5	0.8834	3700
jsid-post-aZZLWbz	0.4404	2600
jsid-post-axyzNQW	-0.0772	3100
jsid-post-a873WVp	0.8176	3600
jsid-post-awyArBB	0.9709	140
jsid-post-aNDYeg0	-0.2023	49
jsid-post-aZZLPp9	0.765	188
jsid-post-azx9g0x	0.0	169
jsid-post-aGyZY27	0.9618	1200
jsid-post-a0eQ8eQ	-0.34	1500
jsid-post-ae9rjMv	-0.25	198
jsid-post-a7o3LEA	0.9792	65
jsid-post-aD21RP9	0.765	2700
jsid-post-aMVZevX	0.9862	687
jsid-post-aLng6Gv	0.0	269
jsid-post-aGyZKpw	0.765	686
jsid-post-a0eQv7q	0.7506	31
jsid-post-aW4YBg2	0.9423	36
jsid-post-awyANxW	0.9274	256
jsid-post-aO8Yoyv	-0.9761	97
jsid-post-aoyNBbe	0.4019	295
jsid-post-a1mo4G6	0.8074	37
jsid-post-aQz3YO2	0.0	6300
jsid-post-aqy7vdZ	-0.7003	46
jsid-post-aXPx8Yb	0.0	543
jsid-post-aMVjpbW	0.296	4400
jsid-post-a9yp3LZ	0.9565	370
jsid-post-aqy730v	0.8316	3700
jsid-post-a87oPnp	0.6486	7500
jsid-post-an7Mpdz	0.4019	768
jsid-post-aYQg8q7	0.8442	263
jsid-post-a87oPEe	0.9737	4100
jsid-post-awyXRBr	0.8402	3900
jsid-post-avyOYRq	0.6705	21
jsid-post-aO8rgVy	0.886	496
jsid-post-a6Zovye	0.4449	158
jsid-post-a1moG6w	0.1531	976
jsid-post-a5Qo8Yq	0.0	398
jsid-post-aPAjKQn	0.0772	611
jsid-post-a1moG7D	0.34	3200
jsid-post-a5Qo8By	0.3182	44
jsid-post-aD2xEx9	0.9719	5200
jsid-post-avyO3AE	0.9878	192
jsid-post-aPAYreR	0.4019	37
jsid-post-an79GD5	0.0	13
jsid-post-aAy3vXp	0.9612	11
jsid-post-azx94Zx	0.9201	16
jsid-post-awyAeL4	0.1779	15
jsid-post-azx945Z	0.8591	32
jsid-post-adBLRgD	-0.6808	30
jsid-post-a1mQOEb	0.9853	21
jsid-post-ayNBvQb	-0.6249	16
jsid-post-aGyZ7AK	0.8126	29
jsid-post-aLngWnW	0.946	10
jsid-post-ae9rRMm	0.0	13
jsid-post-aE02ZYo	0.9812	17
jsid-post-ajPEo9x	0.926	118
jsid-post-a34KVwN	0.9543	477
jsid-post-apR2W25	0.2023	210
jsid-post-agmXPXx	0.9081	121
jsid-post-ae9MvAb	0.0	54
jsid-post-aqy7qZL	0.891	1000
jsid-post-axy1X2W	0.9747	1100
jsid-post-aND16KG	-0.4767	497
jsid-post-aND16rA	-0.9382	5800
jsid-post-amo7EqV	0.6621	2900
jsid-post-awyX6NQ	0.9853	2100
jsid-post-azxX0gK	0.802	264
jsid-post-ayNXOnW	0.9501	244
jsid-post-arygjp5	0.9545	158
jsid-post-aVv3NOd	-0.9403	302
jsid-post-aZZ3e9V	-0.802	1000
jsid-post-azxXnNq	0.9186	553
jsid-post-aoyNbZm	0.9844	52
jsid-post-amo73EX	0.9766	212
jsid-post-aD2xER7	0.8658	24
jsid-post-aMVjgLR	0.6369	986
jsid-post-adBKErZ	-0.3818	1700
jsid-post-adBKEDQ	0.63	305
jsid-post-aO8rwAN	0.0	678
jsid-post-aKGjRRZ	0.9694	149
jsid-post-avyONmX	0.0	3800
jsid-post-a4P7v8A	-0.9764	120
jsid-post-aVv3Ad8	0.9578	833
jsid-post-azxXnoj	0.9873	211
jsid-post-abAM7R9	0.765	1200
jsid-post-aGyjXOn	0.7003	393
jsid-post-aoyNXGg	0.0	91
jsid-post-aByxpVz	0.9674	454
jsid-post-a1mo956	0.5267	131
jsid-post-a0eKB0Z	0.9153	381
jsid-post-aqy70Yv	0.9136	19
jsid-post-arygYnd	0.9774	1200
jsid-post-ae9ML4m	0.743	570
jsid-post-ayNXGeq	0.25	1400
jsid-post-aGyjX87	0.8031	86
jsid-post-aGyjXEw	0.7269	358
jsid-post-a9ypozm	0.981	78
jsid-post-a9ypopZ	-0.9531	1400
jsid-post-a4P7vAZ	0.6295	68
jsid-post-aoyNXpg	0.9517	1300
jsid-post-ajPEpgR	0.9868	45
jsid-post-a87oZy1	0.4019	120
jsid-post-a0eKBYX	0.9444	277
jsid-post-a87oZGZ	0.3182	24
jsid-post-a2voeP1	0.2023	862
jsid-post-aGyjmPX	0.9559	1200
jsid-post-amo73qo	0.93	805
jsid-post-a87oZYe	0.9823	273
jsid-post-aByxp92	0.5106	1900
jsid-post-aKGjQrO	0.25	671
jsid-post-an7Mm6V	0.34	1400
jsid-post-aMVjgQG	0.8481	100
jsid-post-agmXDpK	0.5859	2900
jsid-post-aVv3p5P	0.988	1100
jsid-post-aRB3bqA	0.0	206
jsid-post-ae9Mnw5	0.9853	487
jsid-post-ajPEzwR	0.6486	697
jsid-post-awyXE61	0.5994	70
jsid-post-aVv3p42	0.0	4200
jsid-post-aByxAjN	0.6597	1300
jsid-post-aByxAjD	0.9136	740
jsid-post-aD2xK5G	0.9786	343
jsid-post-avyOMqZ	0.1779	75
jsid-post-aAyx8m0	0.8218	1000
jsid-post-apR24zB	0.0	244
jsid-post-aW41rNZ	-0.1027	635
jsid-post-ayNXG7r	0.872	10
jsid-post-a6Zo0Bq	0.9423	3400
jsid-post-a34K6Nm	0.25	537
jsid-post-amo7e4V	0.9423	178
jsid-post-aqy7PMY	0.7964	124
jsid-post-arygQxV	-0.9814	1600
jsid-post-a6Zo05L	0.9477	189
jsid-post-arygQXp	-0.9705	220
jsid-post-aAyx8GL	0.7003	1800
jsid-post-aD2xK1G	-0.0516	4400
jsid-post-a1moyNY	0.0	50
jsid-post-aXPxyn2	0.0	503
jsid-post-a4P7X2p	-0.5574	51
jsid-post-aLnjZex	0.7374	49
jsid-post-aVv3pDy	0.9313	1300
jsid-post-agmXD5q	-0.7906	215
jsid-post-avyOMPq	-0.8176	1300
jsid-post-axy1LVY	-0.6705	622
jsid-post-aKGjQqW	-0.6369	457
jsid-post-amo7e7v	0.8074	21
jsid-post-aZZ36mp	0.9902	188
jsid-post-a87oRY1	-0.5267	230
jsid-post-a4P7XdA	0.921	630
jsid-post-avyOMGZ	0.8689	41
jsid-post-aE0x9xo	0.7269	22
jsid-post-aZZ36gn	0.9468	54
jsid-post-aND1Ex0	0.9493	2900
jsid-post-aLnjZRz	0.9246	247
jsid-post-aQz3LPd	0.9217	836
jsid-post-aMVjMgM	0.9524	5600
jsid-post-ajPEeoQ	-0.7506	3100
jsid-post-a9ypxMW	0.9694	64
jsid-post-adBKDzD	0.8689	1500
jsid-post-abAMN3p	0.9062	133
jsid-post-azxXpnm	0.2023	271
jsid-post-arygQvB	-0.9584	50
jsid-post-amo743o	0.8979	114
jsid-post-awyXW2D	-0.5267	1300
jsid-post-a1mo366	0.1027	284
jsid-post-aYQgXBV	-0.6486	197
jsid-post-aKGjoX6	0.9819	1600
jsid-post-aRB3q8A	0.969	572
jsid-post-a1mo3n2	0.0	147
jsid-post-aXPx6mb	0.743	369
jsid-post-a87oxv6	0.9682	722
jsid-post-a5Qo05y	0.9623	2700
jsid-post-abAMnDb	0.3678	117
jsid-post-a9ypg40	0.9719	226
jsid-post-axy1q4L	-0.5267	1700
jsid-post-aqy7oAY	0.9729	2800
jsid-post-azxXpBq	0.9136	331
jsid-post-a2vo6xE	0.6597	5300
jsid-post-a2vo6bw	0.0	1300
jsid-post-amo74RX	0.9649	200
jsid-post-aGyj425	0.9781	1200
jsid-post-aZZ3Oj6	0.0	1400
jsid-post-amo74OV	0.9062	31
jsid-post-aE0xmEo	0.8807	202
jsid-post-a1mo3Vb	0.4939	2000
jsid-post-ae9M8xq	0.5267	1800
jsid-post-avyOKvq	0.7184	1700
jsid-post-apR2ZPM	0.9545	703
jsid-post-aLnj7rA	0.9668	87
jsid-post-adBKDRM	0.0	49
jsid-post-a87oxeV	-0.7579	393
jsid-post-aByxBVZ	0.8074	1800
jsid-post-aqy7oQM	0.0	288
jsid-post-aZZ3OnW	0.7579	7400
jsid-post-aoyNQgw	0.969	9900
jsid-post-awyXW3W	0.9729	1200
jsid-post-aRB3qLM	0.0	678
jsid-post-aKGjoWj	0.7003	20
jsid-post-aoyNQW0	-0.2732	127
jsid-post-a1mo37w	0.836	20
jsid-post-ayNXjer	-0.0772	648
jsid-post-a2vo6WY	0.9776	345
jsid-post-aAyxzgg	0.8271	45
jsid-post-aND1EAv	0.7096	1800
jsid-post-aqy7o1L	0.6486	309
jsid-post-ayNXjxX	-0.8591	1300
jsid-post-aW413Y4	0.7783	233
jsid-post-aVv3yMn	0.9781	90
jsid-post-a87oxLV	0.9517	7000
jsid-post-aMVjMG6	0.4019	271
jsid-post-amo74zV	0.6369	66
jsid-post-avyOKpq	0.7845	1100
jsid-post-aAyxzBZ	0.7964	1400
jsid-post-aE0xmzo	0.8402	132
jsid-post-aO8rLmE	-0.8271	112
jsid-post-a5QoYLr	0.7269	989
jsid-post-a0eKyvQ	0.6369	209
jsid-post-a7oMRye	0.9805	22
jsid-post-aRB3pqM	-0.8979	1400
jsid-post-avyOjbE	0.9771	279
jsid-post-a2voXXO	0.0258	1400
jsid-post-arygLYB	0.979	721
jsid-post-azxX34z	-0.6369	2800
jsid-post-aYQg05x	0.9881	119
jsid-post-aE0x4XK	0.6249	1700
jsid-post-agmXeK1	0.9432	1200
jsid-post-a2voXg1	0.9682	51
jsid-post-aZZ3Y2V	0.8934	3500
jsid-post-a34KO8e	-0.4184	2800
jsid-post-avyOjDn	0.8481	237
jsid-post-azxX3ZK	0.9042	1300
jsid-post-aYQg0Aw	0.765	425
jsid-post-abAM8mv	0.9841	265
jsid-post-aRB3pWj	0.8779	44
jsid-post-a2voXbZ	0.9313	599
jsid-post-arygL85	0.8074	221
jsid-post-aQz3jZr	0.9186	592
jsid-post-aGyjQMw	0.8625	417
jsid-post-ae9MByp	0.8807	78
jsid-post-a0eK3Vn	0.6124	582
jsid-post-ajPE4M1	-0.1779	65
jsid-post-avyOjdM	0.6808	95
jsid-post-aGyjQB5	-0.9371	195
jsid-post-avyOj5O	0.0516	7600
jsid-post-azxX3YK	0.9062	137
jsid-post-aPAjqoG	-0.9246	485
jsid-post-a9ypG6Z	0.7906	411
jsid-post-aGyjQ2z	0.8402	149
jsid-post-a2voXOD	0.7351	141
jsid-post-a4P70xZ	0.1531	96
jsid-post-abAM81X	-0.6124	429
jsid-post-aAyx9yZ	0.7783	90
jsid-post-adBKzVZ	0.0	544
jsid-post-aoyN7Kn	0.2263	212
jsid-post-aGyjQ1n	0.0	2900
jsid-post-amo7ZP2	0.8807	501
jsid-post-aGyjQjn	0.9393	405
jsid-post-agmXeLr	0.9246	4000
jsid-post-a7oMxrx	0.34	1400
jsid-post-aZZ3YmX	0.9441	363
jsid-post-aYQg0K2	0.1531	373
jsid-post-adBKzKB	0.959	121
jsid-post-aXPxOgd	0.9865	55
jsid-post-aO8rW7N	0.34	76
jsid-post-adBKz9B	0.9371	57
jsid-post-an7Mobn	0.9633	133
jsid-post-aE0x4vK	0.9274	1500
jsid-post-arygLm7	0.9337	78
jsid-post-aW415K2	0.7269	3100
jsid-post-a1mo6oP	0.0	20
jsid-post-axy1r2W	0.0	408
jsid-post-a7oMxLm	0.9451	216
jsid-post-awyXpXB	-0.8126	28
jsid-post-aPAjqwn	0.9831	122
jsid-post-aVv36MK	-0.6369	43
jsid-post-aZZ35ep	0.986	5700
jsid-post-azxXwnN	-0.1027	1000
jsid-post-aVv35Ny	0.9595	399
jsid-post-aE0x5Lx	0.9855	1500
jsid-post-a6Zo6Yb	-0.2023	757
jsid-post-aMVjLe6	0.6908	311
jsid-post-avyOw4b	0.6435	4500
jsid-post-a4P70LZ	0.6369	19
jsid-post-aYQg537	-0.3182	439
jsid-post-aXPx1md	0.6808	877
jsid-post-aVv359O	0.9493	524
jsid-post-a87oOVe	0.0	1700
jsid-post-a5Qo3qN	0.9638	3000
jsid-post-ae9MwPv	0.3612	82
jsid-post-a2vopLY	0.9493	361
jsid-post-a34Kr28	0.9638	1800
jsid-post-aqy7wDv	-0.8885	393
jsid-post-adBKwbB	0.2023	166
jsid-post-axy1wQb	0.8995	24
jsid-post-arygwzp	0.8442	118
jsid-post-aoyNwxe	0.6908	3100
jsid-post-a87oOed	0.9217	2300
jsid-post-aND15jr	-0.5574	291
jsid-post-aByx5O2	-0.7845	109
jsid-post-ajPEwyQ	0.9648	62
jsid-post-aMVj5DG	0.8316	28
jsid-post-an7MwxL	0.2263	77
jsid-post-a7oMXOm	0.8834	286
jsid-post-a34KrzN	0.4404	25
jsid-post-axy1wyL	0.6369	1300
jsid-post-aYQg5PV	0.6597	126
jsid-post-aRB3dzB	0.9136	223
jsid-post-awyX2G4	0.6808	15
jsid-post-a34KrE5	0.5719	540
jsid-post-aD2x5gO	0.979	626
jsid-post-a4P7yQy	0.969	491
jsid-post-apR2wR8	0.0	151
jsid-post-aqy7wyY	0.9217	55
jsid-post-a2vopWw	0.8555	719
jsid-post-azxXwrj	-0.7269	4000
jsid-post-a9yp0A6	0.2023	967
jsid-post-aByx581	0.1027	595
jsid-post-aQz35e2	0.5267	486
jsid-post-aGyj5jZ	0.9945	319
jsid-post-a34KrqN	0.6808	412
jsid-post-aO8r53D	0.7964	18
jsid-post-abAMwZp	0.9246	2400
jsid-post-agmXw5g	0.8689	120
jsid-post-aQz35xq	-0.5719	1700
jsid-post-a7oMX7b	0.9584	3600
jsid-post-an7Mw4o	0.7096	36
jsid-post-a2vop5O	0.765	870
jsid-post-aE0x57n	0.8957	2700
jsid-post-aAyx5Dp	0.7717	186
jsid-post-aMVj5GG	0.9726	426
jsid-post-a9yp0PD	0.0	1500
jsid-post-aZZ35MW	0.9571	144
jsid-post-amo7w9j	0.8625	99
jsid-post-aAyx5p9	0.5859	132
jsid-post-aByx5RQ	0.9816	2200
jsid-post-aRB3dw5	0.8402	632
jsid-post-avyOw2n	0.9716	2000
jsid-post-adBKwYB	0.0	49
jsid-post-a0eKqvO	0.296	3100
jsid-post-a9yp0M1	-0.25	170
jsid-post-a87oOje	-0.0	43
jsid-post-aQz35P7	0.9866	280
jsid-post-aD2x53Z	0.6597	52
jsid-post-aPAj26B	0.6808	327
jsid-post-aLnjoZ5	0.4985	531
jsid-post-a34Kg6v	0.7506	1700
jsid-post-a9ypwgK	0.8689	2100
jsid-post-a5Qog4o	-0.9919	155
jsid-post-ajPEv4R	0.9595	1500
jsid-post-aByxzpz	0.9816	517
jsid-post-azxXynK	-0.7351	383
jsid-post-arygE9K	-0.7351	158
jsid-post-aLnjoO6	0.9709	140
jsid-post-aE0xKye	-0.802	119
jsid-post-a2vogbO	0.9686	2600
jsid-post-aKGjZeN	0.0258	3300
jsid-post-ayNXrQM	-0.7717	168
jsid-post-avyOq6W	0.25	2300
jsid-post-aoyNoAX	0.4005	56
jsid-post-aAyxAKg	0.9872	2100
jsid-post-a1mog5P	0.8126	158
jsid-post-aqy7Mz7	0.936	49
jsid-post-aAyxANZ	0.9274	58
jsid-post-a2vogKD	0.8979	606
jsid-post-avyOqAM	0.7906	1500
jsid-post-axy1KMD	0.8176	879
jsid-post-aO8rE3y	0.1531	439
jsid-post-a6ZogKm	0.0	1000
jsid-post-a4P7gz6	0.6486	126
jsid-post-ae9Mz55	0.9463	206
jsid-post-ae9Mzr5	0.8555	306
jsid-post-ayNXroy	0.0	86
jsid-post-aGyjvp7	0.4939	151
jsid-post-aE0xKzN	-0.8481	1700
jsid-post-apR27LB	0.9618	2100
jsid-post-aGyjvgz	0.5719	281
jsid-post-aAyxArp	-0.0772	4100
jsid-post-a5Qog7r	-0.7269	533
jsid-post-aQz3bPq	0.765	7000
jsid-post-aD2x91G	0.8271	90
jsid-post-aoyNo0n	0.9781	1100
jsid-post-arygE47	0.0	110
jsid-post-a5Qogpq	0.8591	1800
jsid-post-aQz3KwK	0.9337	1000
jsid-post-aByxM72	0.0	5800
jsid-post-ajPEvXg	0.985	53
jsid-post-a4P7gYy	-0.6597	121
jsid-post-aE0xKwM	-0.0772	99
jsid-post-aoyNojn	-0.5859	39
jsid-post-aZZ3Xp6	-0.8126	290
jsid-post-aLnjo6M	0.9382	836
jsid-post-a34KDO8	0.9042	4100
jsid-post-aXPx30P	0.8625	124
jsid-post-a9ype9D	0.0	597
jsid-post-aQz3KL7	0.3612	109
jsid-post-amo7yZ9	0.9501	419
jsid-post-aVv385d	-0.4404	1400
jsid-post-aMVj6Mx	0.9559	275
jsid-post-aPAj0EP	0.0	65
jsid-post-ajPEjMR	0.9601	4200
